admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,neutral,optimism,pride,realization,relief,remorse,sadness,surprise,isbn13
0.31934863328933716,0.0011512103956192732,0.0014656338607892394,0.004410312045365572,0.05518786236643791,0.000766908226069063,0.0015208421973511577,0.001307698548771441,0.0006161482888273895,0.0013138852082192898,0.0012455804971978068,0.0006948283407837152,0.0004800143651664257,0.0023327823728322983,0.00039412337355315685,0.005351084750145674,0.0004195250803604722,0.001446132198907435,0.00041919710929505527,0.00024933877284638584,0.9915144443511963,0.001894631888717413,0.002857662970200181,0.02483360469341278,0.001033950480632484,0.0004498316266108304,0.0009667777339927852,0.003204692853614688,9780006483892
0.652726948261261,0.0029778340831398964,0.006689019966870546,0.0165458582341671,0.031695831567049026,0.013764072209596634,0.019351735711097717,0.0169046800583601,0.07978777587413788,0.07933266460895538,0.01757286675274372,0.010559702292084694,0.0037398305721580982,0.021347008645534515,0.6836456060409546,0.0023529205936938524,0.004339253529906273,0.005271111149340868,0.0033459600526839495,0.023687390610575676,0.9894171357154846,0.9138462543487549,0.013041181489825249,0.29775673151016235,0.0038599390536546707,0.003961438778787851,0.019132360816001892,0.34438860416412354,9780006483908
0.9665566682815552,0.005761847365647554,0.11273684352636337,0.034449633210897446,0.6616653800010681,0.11468016356229782,0.006114876363426447,0.004220596980303526,0.006470070220530033,0.01140091847628355,0.018647804856300354,0.005027825012803078,0.0024465955793857574,0.02009589411318302,0.5993483066558838,0.003967687953263521,0.002278062282130122,0.006264213006943464,0.0019918696489185095,0.014738587662577629,0.9881018400192261,0.011812936514616013,0.004475181456655264,0.061251696199178696,0.003048930549994111,0.0015182059723883867,0.009046095423400402,0.004580724984407425,9780006486145
0.9823326468467712,0.016805827617645264,0.30451303720474243,0.11141681671142578,0.03324929624795914,0.00461984658613801,0.02660045213997364,0.04271424934267998,0.0038371793925762177,0.017333095893263817,0.0069746095687150955,0.04272722080349922,0.03081439808011055,0.01834649220108986,0.8187968134880066,0.007636682596057653,0.004174489993602037,0.010481685400009155,0.004643769934773445,0.019504623487591743,0.9881018400192261,0.0045909578911960125,0.008801083080470562,0.030552949756383896,0.0023350773844867945,0.00471130758523941,0.015272240154445171,0.11174744367599487,9780006490456
0.015525789000093937,0.0023032736498862505,0.0022279666736721992,0.010169582441449165,0.9399858117103577,0.007847877219319344,0.0025578117929399014,0.001769921276718378,0.0038883588276803493,0.015879027545452118,0.0028442402835935354,0.001582837081514299,0.002803505165502429,0.004475748632103205,0.017043661326169968,0.0022832397371530533,0.003750910283997655,0.012162297032773495,0.9040825963020325,0.004646075889468193,0.9881018400192261,0.0062003661878407,0.0015095033450052142,0.3600037395954132,0.001914404216222465,0.0014669171068817377,0.18723677098751068,0.004222395364195108,9780006496434
0.004425267688930035,0.0018586083315312862,0.0022916344460099936,0.00498016644269228,0.030207492411136627,0.020280735567212105,0.10310668498277664,0.9383203387260437,0.002123552141711116,0.025337068364024162,0.005523573141545057,0.001306334976106882,0.002885614288970828,0.002200931776314974,0.003213779302313924,0.0011941406410187483,0.0010492231231182814,0.002382703125476837,0.0018401448614895344,0.0035778656601905823,0.9590040445327759,0.01133680809289217,0.0006934477714821696,0.013521815650165081,0.0016747374320402741,0.002765835262835026,0.008644627407193184,0.004638812970370054,9780006496878
0.0023288491647690535,0.0011512103956192732,0.001555486349388957,0.008239144459366798,0.026579532772302628,0.0007311374647542834,0.0009545729262754321,0.0009054974652826786,0.0007586313877254725,0.0023705787025392056,0.0014074769569560885,0.0008985709282569587,0.0004659968544729054,0.0009841776918619871,0.00029603359871543944,0.0006875208928249776,0.0002983936865348369,0.0008910138276405632,0.0003565866209100932,0.0003057334397453815,0.9881018400192261,0.0024588422384113073,0.0007613440393470228,0.006624558474868536,0.0005757545004598796,0.0003713696787599474,0.0009667777339927852,0.0007333145476877689,9780006496892
0.9000886082649231,0.0011512103956192732,0.0013787499628961086,0.004410312045365572,0.10952841490507126,0.001954955980181694,0.0019882870838046074,0.0009054974652826786,0.0011351002613082528,0.004552713595330715,0.0020117247477173805,0.0010545654222369194,0.0006330584874376655,0.0023221627343446016,0.0007583678816445172,0.005107675213366747,0.0006335965590551496,0.002780493814498186,0.0013004024513065815,0.0005372397135943174,0.9881018400192261,0.0034754581283777952,0.005208278074860573,0.025039318948984146,0.0017102136043831706,0.0010393328266218305,0.0013183696428313851,0.0011756338644772768,9780006496922
0.9252406358718872,0.005390506237745285,0.03856382146477699,0.06386855989694595,0.10582324862480164,0.012087316252291203,0.001975542865693569,0.0018071591621264815,0.008889208547770977,0.006047175731509924,0.006335143931210041,0.0036917850375175476,0.0009987619705498219,0.017174607142806053,0.00757173215970397,0.001702785724774003,0.0021412924397736788,0.0036844208370894194,0.000727133359760046,0.0021121094468981028,0.9881018400192261,0.020171159878373146,0.005956800654530525,0.013182522729039192,0.0017665402265265584,0.0010333270765841007,0.017505014315247536,0.001826915773563087,9780006498865
0.011485259048640728,0.01497365441173315,0.0030584156047552824,0.006628327537328005,0.06967243552207947,0.019386429339647293,0.0025320949498564005,0.002517225220799446,0.0016737012192606926,0.04095734283328056,0.0072263916954398155,0.004569072742015123,0.0033793379552662373,0.035458728671073914,0.0036926812026649714,0.006286433897912502,0.008769802749156952,0.2583412230014801,0.001670246128924191,0.011499972082674503,0.9881018400192261,0.013639619573950768,0.007650398649275303,0.10409079492092133,0.03484513983130455,0.006193618290126324,0.0800682008266449,0.007907654158771038,9780006499169
0.005200045648962259,0.0011512103956192732,0.0013787499628961086,0.006068950518965721,0.2867395579814911,0.0009108168887905777,0.0012605746742337942,0.0009054974652826786,0.0006768549210391939,0.0023529273457825184,0.0017493321793153882,0.0010164381237700582,0.0005041689146310091,0.0009841776918619871,0.00031278037931770086,0.0007841987535357475,0.00032601156271994114,0.0008910138276405632,0.00038607814349234104,0.0003512414696160704,0.9881018400192261,0.0027621129993349314,0.0008200352895073593,0.04011669382452965,0.0008874915656633675,0.0004645164299290627,0.0009667777339927852,0.0007333145476877689,9780006499268
0.012997317127883434,0.0011512103956192732,0.0013787499628961086,0.00465953117236495,0.10860590636730194,0.0028699368704110384,0.0008550120983272791,0.0009054974652826786,0.000576647522393614,0.0032994491048157215,0.0011591066140681505,0.0008897221414372325,0.0004820463072974235,0.0009841776918619871,0.00041904926183633506,0.000776949804276228,0.0005890456959605217,0.0014231115346774459,0.0006685468251816928,0.0003213860036339611,0.9881018400192261,0.0020016960334032774,0.0007912631263025105,0.008718548342585564,0.0006616624887101352,0.0006033022073097527,0.0042978329584002495,0.0007333145476877689,9780006499626
0.008313820697367191,0.0031152041628956795,0.003780695144087076,0.008786373771727085,0.03107401542365551,0.0008388134883716702,0.003694518469274044,0.0018019076669588685,0.0008923783316276968,0.014365175738930702,0.0026216390542685986,0.0044469079002738,0.0020241281017661095,0.00812282133847475,0.01644471287727356,0.0008545563905499876,0.003113203914836049,0.0024779238738119602,0.0004332874668762088,0.006665829103440046,0.9881018400192261,0.00226488895714283,0.0023997952230274677,0.20514634251594543,0.0021688309498131275,0.0011132991639897227,0.018886331468820572,0.059905510395765305,9780006511489
0.0030658410396426916,0.0021253423765301704,0.0027328156866133213,0.019840529188513756,0.055624671280384064,0.002094392431899905,0.11697617918252945,0.003189900191500783,0.0013308686902746558,0.0271910447627306,0.0040003578178584576,0.004784077871590853,0.0027504132594913244,0.0016475649317726493,0.0006275683408603072,0.0009403268923051655,0.001415917999111116,0.0016691905912011862,0.0007961360970512033,0.0012283202959224582,0.9881018400192261,0.06440120190382004,0.0010348669020459056,0.020286748185753822,0.0011397218331694603,0.0007757898420095444,0.02696879208087921,0.002053693635389209,9780006512677
0.014064288698136806,0.0058450847864151,0.12514448165893555,0.04230144992470741,0.05871370807290077,0.010695371776819229,0.03706608712673187,0.00520280422642827,0.00458648893982172,0.0694805234670639,0.6644430160522461,0.027135461568832397,0.0037470117677003145,0.004874977748841047,0.8881438970565796,0.0016284759622067213,0.009362350217998028,0.0021321631502360106,0.001467111986130476,0.04392644762992859,0.9881018400192261,0.012897263281047344,0.0018306141719222069,0.25237739086151123,0.0027398434467613697,0.003044274402782321,0.4661083519458771,0.0044707669876515865,9780006513087
0.7679903507232666,0.005048785824328661,0.0053314343094825745,0.011194820515811443,0.03796977177262306,0.005727953743189573,0.007955526001751423,0.002744112629443407,0.002840764122083783,0.07317578792572021,0.027271168306469917,0.00560911325737834,0.005581778008490801,0.003786883782595396,0.3424297571182251,0.004898804239928722,0.0405505895614624,0.00612818356603384,0.007212098687887192,0.02032795175909996,0.9881018400192261,0.019956501200795174,0.004014921840280294,0.026909615844488144,0.001884704688563943,0.005097119137644768,0.9652004241943359,0.008251477032899857,9780006514640
0.008599909953773022,0.004044709261506796,0.0035095633938908577,0.004410312045365572,0.058707501739263535,0.29748058319091797,0.0012159408070147038,0.0019764944445341825,0.0006795867229811847,0.0016945103416219354,0.0031145941466093063,0.0008013196638785303,0.0009185356902889907,0.02718213200569153,0.0007742358720861375,0.0052490499801933765,0.0008571039652451873,0.22483880817890167,0.010433362796902657,0.0015832831850275397,0.9881018400192261,0.006661565508693457,0.004532941617071629,0.02166716381907463,0.027220049872994423,0.0008669552044011652,0.0017754660220816731,0.002251984551548958,9780006514855
0.004877676256000996,0.001449566101655364,0.0030216302257031202,0.012624330818653107,0.036649443209171295,0.003017682582139969,0.0027414895594120026,0.0010562138631939888,0.0013355744304135442,0.058564379811286926,0.00206109881401062,0.0020887793507426977,0.0047275591641664505,0.001120775006711483,0.0008945942390710115,0.0013773227110505104,0.0020797934848815203,0.002081598388031125,0.0007127634598873556,0.002689395798370242,0.9881018400192261,0.002662521554157138,0.0028974665328860283,0.2311503291130066,0.0022355287801474333,0.006402750499546528,0.02974371425807476,0.001620174036361277,9780006545866
0.0029757905285805464,0.0011512103956192732,0.0013787499628961086,0.004410312045365572,0.08055432885885239,0.0008724896470084786,0.0020434365142136812,0.0011115575907751918,0.003301661228761077,0.001850506174378097,0.0011359297204762697,0.0006262282258830965,0.0003713923506438732,0.0009841776918619871,0.0003416906110942364,0.0005457099759951234,0.00031625444535166025,0.0008910138276405632,0.0003565866209100932,0.0003416012041270733,0.9881018400192261,0.010204016231000423,0.0006175195449031889,0.0167658980935812,0.0005925647565163672,0.0004644945729523897,0.0009667777339927852,0.0007333145476877689,9780006551393
0.9586241245269775,0.004004494287073612,0.013930745422840118,0.14225520193576813,0.6423260569572449,0.012219580821692944,0.003270584624260664,0.0021906946785748005,0.06569605320692062,0.06579538434743881,0.008959763683378696,0.0019412735709920526,0.0019202543189749122,0.007389637641608715,0.0011730336118489504,0.01219918206334114,0.001421181601472199,0.013787366449832916,0.9137789011001587,0.0019101831130683422,0.9881018400192261,0.021464146673679352,0.01590779423713684,0.1328265368938446,0.006486121099442244,0.0020871618762612343,0.003125106915831566,0.00979132205247879,9780006551812
0.167193204164505,0.009813083335757256,0.0034238542430102825,0.031055502593517303,0.023609202355146408,0.008950626477599144,0.005344054661691189,0.009010770358145237,0.9247150421142578,0.22884854674339294,0.007823828607797623,0.003160466905683279,0.004806362558156252,0.04498765245079994,0.019672401249408722,0.004062581341713667,0.011345394887030125,0.9567744731903076,0.9668754935264587,0.0284355990588665,0.9892063140869141,0.04895511642098427,0.0022325986064970493,0.19489233195781708,0.010981622152030468,0.008668525144457817,0.3074578642845154,0.013364588841795921,9780006646006
0.004873591009527445,0.0019337990088388324,0.0013787499628961086,0.004527509678155184,0.07143678516149521,0.0010617980733513832,0.0014792137080803514,0.0013234850484877825,0.0005348011618480086,0.0013458200264722109,0.0014242539182305336,0.0008687740773893893,0.00048268173122778535,0.00133608712349087,0.00043788860784843564,0.0006584872025996447,0.0003725932911038399,0.0016083685914054513,0.0005850245361216366,0.00032906924025155604,0.9896731376647949,0.001399366301484406,0.0008115411037579179,0.024013865739107132,0.0007419285830110312,0.00044118164805695415,0.00123625248670578,0.0010050060227513313,9780007105045
0.03394424170255661,0.0018028480699285865,0.02493041567504406,0.17873936891555786,0.010573836974799633,0.0007311374647542834,0.003761207452043891,0.015620456077158451,0.0006257575005292892,0.02279364876449108,0.003281650599092245,0.023659249767661095,0.0018322807736694813,0.0024172868579626083,0.002368217334151268,0.0009978851303458214,0.000793320476077497,0.0022824392654001713,0.0004586550930980593,0.0008649068768136203,0.9881018400192261,0.0020587306935340166,0.0020528368186205626,0.014745722524821758,0.0005871388129889965,0.0005301788914948702,0.007620081305503845,0.01320155430585146,9780007111503
0.012709652073681355,0.01253573875874281,0.026962438598275185,0.044061899185180664,0.024836091324687004,0.022870782762765884,0.031385526061058044,0.012689013034105301,0.012530550360679626,0.03755377233028412,0.02277131751179695,0.015774428844451904,0.012891242280602455,0.01310240849852562,0.9852531552314758,0.0064589777030050755,0.03018193691968918,0.008119842037558556,0.008672487922012806,0.3319786787033081,0.9881018400192261,0.007939931936562061,0.00333502353169024,0.05227473005652428,0.00949059333652258,0.00452133733779192,0.942896842956543,0.018508244305849075,9780007113804
0.05266299098730087,0.0011512103956192732,0.0013787499628961086,0.004410312045365572,0.06386587768793106,0.0009021800942718983,0.001283704536035657,0.0015395573573186994,0.0006604368099942803,0.0012936105486005545,0.001043691299855709,0.0006745655555278063,0.0004167600127402693,0.002154170535504818,0.0002623498730827123,0.0010328911012038589,0.00026829272974282503,0.0017089465400204062,0.00036137516144663095,0.0002792176092043519,0.9881018400192261,0.0020365878008306026,0.001507126959040761,0.009355908259749413,0.0007647870806977153,0.00032233537058345973,0.0009667777339927852,0.0007333145476877689,9780007116263
0.32527557015419006,0.8454010486602783,0.0023693691473454237,0.008656661957502365,0.0202968530356884,0.0027100592851638794,0.5062653422355652,0.7757754921913147,0.0016430425457656384,0.004137882497161627,0.0027376124635338783,0.002082361141219735,0.0012122432235628366,0.05761193111538887,0.0013284303713589907,0.0019650605972856283,0.0007399948663078249,0.03204851970076561,0.0017417005728930235,0.0009128207457251847,0.9894465208053589,0.007999398745596409,0.0019557897467166185,0.009946824051439762,0.0012303958646953106,0.0008986275061033666,0.0030128415673971176,0.011620620265603065,9780007117536
0.338186651468277,0.012038498185575008,0.013735523447394371,0.029279422014951706,0.040463242679834366,0.012759343720972538,0.015162594616413116,0.007050776854157448,0.004293908830732107,0.06367290765047073,0.028266683220863342,0.010789391584694386,0.00689849816262722,0.012417088262736797,0.35361751914024353,0.002775631146505475,0.02145926095545292,0.011990849860012531,0.03808611258864403,0.22678130865097046,0.9906952381134033,0.003342175856232643,0.005708388052880764,0.8492329120635986,0.012857688590884209,0.0037102659698575735,0.8431286215782166,0.008042669855058193,9780007119332
0.024669649079442024,0.008895743638277054,0.012595778331160545,0.008881703950464725,0.02186112105846405,0.005799463484436274,0.002513107843697071,0.0031488544773310423,0.002616114215925336,0.03131682053208351,0.0038360715843737125,0.022136490792036057,0.004538369365036488,0.003123311325907707,0.363690584897995,0.004793831612914801,0.032365135848522186,0.005838687065988779,0.0025140857324004173,0.027873868122696877,0.9881018400192261,0.00356401433236897,0.002010695170611143,0.026704058051109314,0.001900168601423502,0.00527852401137352,0.957686722278595,0.008043636567890644,9780007119356
0.002848442178219557,0.002403895603492856,0.01749354414641857,0.05982347950339317,0.004604525398463011,0.0009691064478829503,0.0008550120983272791,0.0009054974652826786,0.00039865821599960327,0.007519426755607128,0.017869314178824425,0.00476018525660038,0.0008317155879922211,0.0009841776918619871,0.0013475747546181083,0.0003618274931795895,0.0005587504128925502,0.0008910138276405632,0.0003565866209100932,0.0004608946619555354,0.9881018400192261,0.0012318791123107076,0.0006534879212267697,0.008923828601837158,0.0002924635191448033,0.0005145604372955859,0.002526315860450268,0.0011858417419716716,9780007120680
0.01837923564016819,0.0026191838551312685,0.6794196367263794,0.08912894129753113,0.011143392883241177,0.004505921620875597,0.0029367594979703426,0.0027950583025813103,0.002025766996666789,0.02621340937912464,0.007660656701773405,0.5298283696174622,0.00318965595215559,0.0042256745509803295,0.022268688306212425,0.004662877880036831,0.006845919881016016,0.0041875713504850864,0.0037115090526640415,0.004391602706164122,0.9881018400192261,0.0035730022937059402,0.0024002701975405216,0.007606453262269497,0.0021314197219908237,0.0037151796277612448,0.05915373936295509,0.004965068772435188,9780007120697
0.6793597936630249,0.0024759056977927685,0.0045299711637198925,0.02376781404018402,0.012475211173295975,0.008190333843231201,0.09799133986234665,0.9257131814956665,0.0018400615081191063,0.03695036470890045,0.0038334717974066734,0.005347211379557848,0.00845323782414198,0.003894663415849209,0.04342449828982353,0.00217735068872571,0.0018572119297459722,0.0022670296020805836,0.002974526258185506,0.011052071116864681,0.9881018400192261,0.009460875764489174,0.005189412273466587,0.025257030501961708,0.0027559874579310417,0.004053276963531971,0.013765359297394753,0.0650959387421608,9780007120819
0.002299609361216426,0.002261789981275797,0.005369017366319895,0.021595779806375504,0.007493102457374334,0.0010650043841451406,0.002827487653121352,0.0026215659454464912,0.0020994890946894884,0.010552475228905678,0.0018629638943821192,0.0022861831821501255,0.003309676656499505,0.002089943503960967,0.0025889272801578045,0.0003618274931795895,0.0006987941451370716,0.0016062915092334151,0.00039069229387678206,0.0016164197586476803,0.9881018400192261,0.00206748116761446,0.0009101093746721745,0.08613657206296921,0.0007104156538844109,0.0007646420854143798,0.004311653319746256,0.005543712060898542,9780007120864
0.007573763374239206,0.008885727263987064,0.010348057374358177,0.022049803286790848,0.1644945591688156,0.025977738201618195,0.01414995826780796,0.13117128610610962,0.00991841685026884,0.046894460916519165,0.007504114881157875,0.03428313881158829,0.009981096722185612,0.007448619231581688,0.9594764113426208,0.008170762099325657,0.02826675958931446,0.007263829465955496,0.006584956776350737,0.1401539444923401,0.9903059005737305,0.024397069588303566,0.0026489896699786186,0.05159184709191322,0.010470138862729073,0.0036131248343735933,0.9405158162117004,0.017831001430749893,9780007120871
0.017658991739153862,0.012305235490202904,0.002299762098118663,0.06973239779472351,0.01012301817536354,0.0016578944632783532,0.0021830706391483545,0.008449988439679146,0.0017132145585492253,0.2540113031864166,0.004724923521280289,0.0020858135540038347,0.0045334710739552975,0.288453608751297,0.0038764458149671555,0.0009243728127330542,0.0029135383665561676,0.016694461926817894,0.0014998327242210507,0.003970971796661615,0.9883701801300049,0.005115823354572058,0.0022173705510795116,0.02770739607512951,0.0009485119371674955,0.001984970411285758,0.05005431920289993,0.23481707274913788,9780007120963
0.06403791904449463,0.011466375552117825,0.03267525136470795,0.07419052720069885,0.00629024812951684,0.009798693470656872,0.11742698401212692,0.16442160308361053,0.0037429730873554945,0.08880257606506348,0.021962758153676987,0.017398115247488022,0.016159050166606903,0.004106429405510426,0.9647039175033569,0.006392862182110548,0.02802800014615059,0.002978979842737317,0.004393958952277899,0.08450763672590256,0.9881018400192261,0.006410068366676569,0.0025736058596521616,0.016577474772930145,0.004087380599230528,0.005701115820556879,0.9684234857559204,0.04418780654668808,9780007120987
0.019154710695147514,0.017177892848849297,0.009820276871323586,0.036141443997621536,0.013621021993458271,0.026526859030127525,0.011700091883540154,0.004941372200846672,0.004333385732024908,0.7171212434768677,0.03968489170074463,0.009969092905521393,0.0475730262696743,0.004225501790642738,0.397507905960083,0.012259149923920631,0.04900965467095375,0.008251184597611427,0.007162588182836771,0.032824598252773285,0.9881018400192261,0.02127661183476448,0.002379312878474593,0.4196181297302246,0.004016432445496321,0.009746669791638851,0.9783505797386169,0.08903344720602036,9780007121007
0.007910359650850296,0.00784933939576149,0.006235790438950062,0.006823020521551371,0.009041907265782356,0.009896120056509972,0.4037494957447052,0.40394118428230286,0.0018447267357259989,0.13092677295207977,0.010470652021467686,0.009274864569306374,0.006446370389312506,0.00407110620290041,0.09620723128318787,0.003266129642724991,0.020324235782027245,0.005989452823996544,0.004373140167444944,0.025238968431949615,0.9499683380126953,0.0027552053797990084,0.00170355592854321,0.037227120250463486,0.0016927866963669658,0.004627883899956942,0.8029708862304688,0.017146266996860504,9780007121014
0.17606820166110992,0.008671557530760765,0.17768032848834991,0.13085782527923584,0.007087348960340023,0.003588765161111951,0.6383466720581055,0.022214656695723534,0.002108874963596463,0.23011741042137146,0.00711717177182436,0.03953557461500168,0.0550178624689579,0.00487016886472702,0.02873237617313862,0.002091728150844574,0.003960710484534502,0.003896075300872326,0.17295756936073303,0.009820234961807728,0.9881018400192261,0.004422787576913834,0.0030843710992485285,0.04057731479406357,0.001189635251648724,0.006726473104208708,0.23113428056240082,0.004852213431149721,9780007121021
0.0045961299911141396,0.011386346071958542,0.009744001552462578,0.024966489523649216,0.14292320609092712,0.0017840532818809152,0.9264316558837891,0.10927721858024597,0.0017688189400359988,0.013854127377271652,0.014468229375779629,0.008086895570158958,0.003899118397384882,0.0024264247622340918,0.007105488330125809,0.004992269445210695,0.0014347517862915993,0.0023101249244064093,0.0025108198169618845,0.002853874582797289,0.9881018400192261,0.006682812236249447,0.0009332048939540982,0.03729565441608429,0.001347013865597546,0.0023636454716324806,0.006971327587962151,0.26261404156684875,9780007121106
0.004212680738419294,0.0015690573491156101,0.0013787499628961086,0.004410312045365572,0.005032815039157867,0.0008969029295258224,0.0010590768652036786,0.0016356783453375101,0.0008587933843955398,0.002459127688780427,0.0013739760033786297,0.0007518463535234332,0.0005117323598824441,0.0026474948972463608,0.0004110710578970611,0.000481556257000193,0.00038947947905398905,0.0014053693739697337,0.00044121802784502506,0.0003166397218592465,0.9909857511520386,0.0018998926971107721,0.000715291709639132,0.00577473035082221,0.0004041948704980314,0.0004050994757562876,0.001704722410067916,0.0007689818157814443,9780007124015
0.00277498085051775,0.0024985370691865683,0.0024900638964027166,0.014870667830109596,0.01116185076534748,0.0007405916694551706,0.0013983859680593014,0.0018180246697738767,0.00177024828735739,0.002661057049408555,0.0017469523008912802,0.0190049447119236,0.0014896137872710824,0.0014058835804462433,0.010100699961185455,0.0007090568542480469,0.0008631228702142835,0.0011234552366659045,0.0004950020229443908,0.0012257052585482597,0.9907249808311462,0.002774572931230068,0.0005256169242784381,0.00434350548312068,0.00039316664333455265,0.00046332005877047777,0.006162143312394619,0.0009374784422107041,9780007126903
